7.7115 	WARNING 	Couldn't measure a consistent frame rate!
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

31.5822 	EXP 	New trial (rep=3, index=0): {'images': 'ai_images/p4.png'}
31.5825 	WARNING 	Requested image 'ai_images/p4.png' not found but similar filename 'ai_images/p4.jpg' exists. This will be used instead but changing the filename is advised.
31.5975 	EXP 	face: autoDraw = False
31.5975 	EXP 	face: image = 'ai_images/p4.png'
31.5975 	EXP 	face: autoDraw = True
32.0816 	EXP 	New trial (rep=3, index=1): {'images': 'real_images/p3.png'}
32.0819 	WARNING 	Requested image 'real_images/p3.png' not found but similar filename 'real_images/p3.jpg' exists. This will be used instead but changing the filename is advised.
32.0998 	EXP 	face: autoDraw = False
32.0998 	EXP 	face: image = 'real_images/p3.png'
32.0998 	EXP 	face: autoDraw = True
32.5825 	EXP 	New trial (rep=3, index=2): {'images': 'real_images/p5.png'}
32.5828 	WARNING 	Requested image 'real_images/p5.png' not found but similar filename 'real_images/p5.jpg' exists. This will be used instead but changing the filename is advised.
32.5992 	EXP 	face: autoDraw = False
32.5992 	EXP 	face: image = 'real_images/p5.png'
32.5992 	EXP 	face: autoDraw = True
33.0825 	EXP 	New trial (rep=3, index=3): {'images': 'ai_images/p1.png'}
33.0827 	WARNING 	Requested image 'ai_images/p1.png' not found but similar filename 'ai_images/p1.jpg' exists. This will be used instead but changing the filename is advised.
33.0989 	EXP 	face: autoDraw = False
33.0989 	EXP 	face: image = 'ai_images/p1.png'
33.0989 	EXP 	face: autoDraw = True
33.3669 	DATA 	Mouse: wheel shift=(0,0), pos=(638,363)
33.4439 	DATA 	Mouse: wheel shift=(0,0), pos=(638,363)
33.5823 	EXP 	New trial (rep=3, index=4): {'images': 'real_images/p1.png'}
33.5826 	WARNING 	Requested image 'real_images/p1.png' not found but similar filename 'real_images/p1.jpg' exists. This will be used instead but changing the filename is advised.
33.5998 	EXP 	face: autoDraw = False
33.5998 	EXP 	face: image = 'real_images/p1.png'
